PAYLOAD,PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE
96321,186,0,1374,United Air Lines Inc.,634
96365,280,7384,633,United Air Lines Inc.,612
96396,266,1191,1748,United Air Lines Inc.,612
96503,332,0,1434,United Air Lines Inc.,634
96600,97,0,194,Tradewind Aviation,479
96640,290,0,559,SkyWest Airlines Inc.,638
96730,335,0,1557,United Air Lines Inc.,622
96773,216,0,1408,United Air Lines Inc.,634
97100,123,16576,4426,Delta Air Lines Inc.,624
97100,101,17101,5094,Delta Air Lines Inc.,624
97100,198,11253,3166,Delta Air Lines Inc.,624
97100,229,27144,3081,Delta Air Lines Inc.,624
97100,73,14429,3667,Delta Air Lines Inc.,624
97100,212,13820,1146,Delta Air Lines Inc.,624
97100,237,7020,4886,Delta Air Lines Inc.,624
97100,116,16883,3940,Delta Air Lines Inc.,624
97100,233,5868,3643,Delta Air Lines Inc.,624
97100,149,14015,4886,Delta Air Lines Inc.,624
97100,76,11362,3940,Delta Air Lines Inc.,624
97100,216,7063,3896,Delta Air Lines Inc.,624
97231,324,1367,1685,United Air Lines Inc.,698
97447,205,13957,3870,United Air Lines Inc.,624
97505,297,8719,633,United Air Lines Inc.,612
97590,336,12648,1557,United Air Lines Inc.,622
97800,0,10368,1969,ABX Air Inc,625
97800,0,43245,2593,ABX Air Inc,625
97800,0,47407,2608,ABX Air Inc,625
97800,0,97364,1611,ABX Air Inc,625
97800,0,45000,2608,ABX Air Inc,625
97800,0,96384,848,ABX Air Inc,625
97800,0,81141,848,ABX Air Inc,625
97800,0,7102,713,ABX Air Inc,625
97800,0,62905,848,ABX Air Inc,625
97800,0,38369,241,ABX Air Inc,625
97800,0,73778,1117,ABX Air Inc,625
97800,0,18225,241,ABX Air Inc,625
97800,0,89155,713,ABX Air Inc,625
97800,0,95714,2171,ABX Air Inc,625
97800,0,25305,1281,ABX Air Inc,625
97800,0,9740,713,ABX Air Inc,625
97800,0,56451,413,ABX Air Inc,625
97800,0,70290,1622,ABX Air Inc,625
97800,0,33118,1570,ABX Air Inc,625
97800,0,17392,1570,ABX Air Inc,625
98043,327,0,1308,United Air Lines Inc.,612
98100,334,2,1420,Delta Air Lines Inc.,612
98100,324,5216,1420,Delta Air Lines Inc.,612
98107,338,485,2350,United Air Lines Inc.,612
98150,261,0,1857,United Air Lines Inc.,612
98157,301,0,1434,United Air Lines Inc.,634
98180,0,0,214,Delta Air Lines Inc.,888
98180,239,0,1852,Delta Air Lines Inc.,888
98180,298,0,1852,Delta Air Lines Inc.,888
98180,309,0,1854,United Air Lines Inc.,634
98180,264,558,1720,Delta Air Lines Inc.,888
98180,309,2350,1720,Delta Air Lines Inc.,888
98249,330,0,1546,United Air Lines Inc.,622
98257,93,15037,4466,United Air Lines Inc.,624
98335,262,5380,4627,Delta Air Lines Inc.,687
98335,288,14369,3856,Delta Air Lines Inc.,687
98335,160,22356,4615,Delta Air Lines Inc.,687
98335,281,14608,4797,Delta Air Lines Inc.,687
98335,288,10155,4162,Delta Air Lines Inc.,687
98335,150,30901,4222,Delta Air Lines Inc.,687
98335,280,11727,4797,Delta Air Lines Inc.,687
98335,229,12196,5950,Delta Air Lines Inc.,687
98335,282,0,3819,Delta Air Lines Inc.,687
98335,289,0,5513,Delta Air Lines Inc.,687
98335,187,7834,3635,Delta Air Lines Inc.,687
98335,214,11115,4162,Delta Air Lines Inc.,687
98390,329,20,1597,United Air Lines Inc.,612
98419,165,1025,779,United Air Lines Inc.,634
98423,288,0,1311,United Air Lines Inc.,634
98451,142,11615,3649,United Air Lines Inc.,624
98600,338,231,3341,American Airlines Inc.,622
98600,277,2495,3341,American Airlines Inc.,622
98600,293,0,2660,American Airlines Inc.,622
98600,287,2666,3341,American Airlines Inc.,622
98600,305,0,3826,American Airlines Inc.,622
98600,337,0,3826,American Airlines Inc.,622
98600,271,0,3249,American Airlines Inc.,622
98600,259,567,1224,American Airlines Inc.,622
98610,393,0,1247,Delta Air Lines Inc.,655
98610,375,236,1096,Delta Air Lines Inc.,655
98610,359,0,1247,Delta Air Lines Inc.,655
98610,309,0,596,Delta Air Lines Inc.,655
98610,415,0,1510,Delta Air Lines Inc.,655
98610,366,0,1133,Delta Air Lines Inc.,655
98610,418,0,1096,Delta Air Lines Inc.,655
98610,328,0,1388,Delta Air Lines Inc.,655
98610,320,0,596,Delta Air Lines Inc.,655
98610,384,0,617,Delta Air Lines Inc.,655
98610,401,0,617,Delta Air Lines Inc.,655
98639,310,0,1546,United Air Lines Inc.,622
98668,191,1007,3649,United Air Lines Inc.,624
98683,48,130,3677,United Air Lines Inc.,624
98685,324,0,1095,United Air Lines Inc.,694
98699,234,0,2390,United Air Lines Inc.,624
530000,2312,0,613,ExpressJet Airlines Inc.,675
530000,1784,0,748,ExpressJet Airlines Inc.,675
530000,1503,0,635,ExpressJet Airlines Inc.,675
520000,2277,0,613,ExpressJet Airlines Inc.,675
520000,2203,0,748,ExpressJet Airlines Inc.,675
520000,2362,0,708,ExpressJet Airlines Inc.,675
98800,234,1543,924,American Airlines Inc.,622
98800,202,4833,924,American Airlines Inc.,622
520000,2319,0,613,ExpressJet Airlines Inc.,675
518700,966,0,634,Envoy Air,675
98866,168,0,1446,United Air Lines Inc.,698
98970,181,0,1218,Delta Air Lines Inc.,622
98970,265,0,1218,Delta Air Lines Inc.,622
99000,149,0,1170,Spirit Air Lines,699
99000,182,0,59,Cape Air,416
99000,154,0,1170,Spirit Air Lines,699
99400,110,15190,4398,American Airlines Inc.,687
99400,49,18377,3950,American Airlines Inc.,687
99400,74,0,1360,American Airlines Inc.,622
99400,198,0,1381,American Airlines Inc.,687
99400,320,0,1360,American Airlines Inc.,622
99400,111,7067,1381,American Airlines Inc.,687
99400,291,1662,911,American Airlines Inc.,687
99400,120,9736,3434,American Airlines Inc.,687
99400,121,20138,3434,American Airlines Inc.,687
99400,139,941,1612,American Airlines Inc.,687
99400,138,0,1612,American Airlines Inc.,687
99400,120,20213,4398,American Airlines Inc.,687
99400,134,27472,3950,American Airlines Inc.,687
99400,213,10627,3434,American Airlines Inc.,687
99400,101,190,4131,American Airlines Inc.,687
99400,154,15514,3434,American Airlines Inc.,687
99400,192,10041,4131,American Airlines Inc.,687
99400,281,18278,3622,American Airlines Inc.,687
99400,169,0,1612,American Airlines Inc.,687
99400,186,0,1612,American Airlines Inc.,687
99520,364,0,2119,Delta Air Lines Inc.,622
99600,226,0,767,American Airlines Inc.,622
99600,220,0,767,American Airlines Inc.,622
99603,339,1218,2051,United Air Lines Inc.,612
99613,284,0,1095,United Air Lines Inc.,612
99871,163,133,3354,United Air Lines Inc.,624
100000,387,0,413,Endeavor Air Inc.,629
100000,283,0,413,Endeavor Air Inc.,629
100050,84,0,194,Tradewind Aviation,479
518700,1224,25,634,Envoy Air,675
100400,250,274,713,American Airlines Inc.,699
100400,249,0,713,American Airlines Inc.,699
100429,325,0,1311,United Air Lines Inc.,694
100482,373,3660,6949,United Air Lines Inc.,819
100663,154,0,3095,United Air Lines Inc.,624
100677,304,0,1693,United Air Lines Inc.,614
100800,196,0,59,Cape Air,416
100800,376,11399,6549,Delta Air Lines Inc.,819
100800,271,1530,5513,Delta Air Lines Inc.,819
100800,307,0,5513,Delta Air Lines Inc.,819
100800,240,1165,1459,Delta Air Lines Inc.,819
100800,310,0,1459,Delta Air Lines Inc.,819
100800,127,0,1558,Delta Air Lines Inc.,819
100800,190,0,1558,Delta Air Lines Inc.,819
100800,237,7977,4769,Delta Air Lines Inc.,819
100800,0,0,851,Delta Air Lines Inc.,819
100800,47,0,1540,Delta Air Lines Inc.,819
100800,238,14025,3940,Delta Air Lines Inc.,819
100800,124,27432,3940,Delta Air Lines Inc.,819
100800,227,987,6632,Delta Air Lines Inc.,819
100800,245,26652,5950,Delta Air Lines Inc.,819
100800,258,20048,6632,Delta Air Lines Inc.,819
100800,236,8252,5950,Delta Air Lines Inc.,819
100800,372,3782,5722,Delta Air Lines Inc.,819
100993,216,0,2036,United Air Lines Inc.,614
101000,122,0,886,Spirit Air Lines,698
101000,129,0,1522,Spirit Air Lines,698
101000,138,0,1522,Spirit Air Lines,698
101000,139,0,1006,Spirit Air Lines,698
101000,9,0,1006,Spirit Air Lines,698
101000,145,0,1522,Spirit Air Lines,698
101000,114,0,1522,Spirit Air Lines,698
101000,145,0,549,Spirit Air Lines,698
101000,145,0,886,Spirit Air Lines,698
101050,128,0,1088,Mesa Airlines Inc.,638
101050,250,0,1088,Mesa Airlines Inc.,638
101120,265,0,1389,Delta Air Lines Inc.,622
101120,369,35,1389,Delta Air Lines Inc.,622
101400,190,4554,1535,American Airlines Inc.,622
101400,299,0,1535,American Airlines Inc.,622
101470,377,0,899,United Air Lines Inc.,694
101689,259,24099,4680,United Air Lines Inc.,627
101700,370,0,678,ExpressJet Airlines Inc.,631
101952,344,0,2537,Sun Country Airlines d/b/a MN Airlines,612
101952,131,0,1764,Sun Country Airlines d/b/a MN Airlines,612
101952,149,0,1764,Sun Country Airlines d/b/a MN Airlines,612
102163,233,15915,6927,United Air Lines Inc.,627
102190,147,26,6849,Delta Air Lines Inc.,627
102190,253,3865,8170,Delta Air Lines Inc.,627
102190,270,738,7026,Delta Air Lines Inc.,627
102190,284,25284,4769,Delta Air Lines Inc.,627
102190,261,117,4653,Delta Air Lines Inc.,627
102190,163,1020,7097,Delta Air Lines Inc.,627
102190,284,20261,4769,Delta Air Lines Inc.,627
102190,232,20471,4769,Delta Air Lines Inc.,627
102190,216,14512,4653,Delta Air Lines Inc.,627
102190,175,9831,3940,Delta Air Lines Inc.,627
102190,164,2563,4886,Delta Air Lines Inc.,627
102190,207,25826,3940,Delta Air Lines Inc.,627
102190,78,0,4886,Delta Air Lines Inc.,627
102190,282,6109,6500,Delta Air Lines Inc.,627
102190,234,10760,5217,Delta Air Lines Inc.,627
102190,153,14709,3434,Delta Air Lines Inc.,627
102190,288,22322,6886,Delta Air Lines Inc.,627
102190,270,33878,5217,Delta Air Lines Inc.,627
102190,257,7022,6772,Delta Air Lines Inc.,627
102190,197,24104,5950,Delta Air Lines Inc.,627
102196,401,0,2506,United Air Lines Inc.,614
102327,157,0,1890,Sun Country Airlines d/b/a MN Airlines,612
102334,203,8010,2765,United Air Lines Inc.,627
102585,0,0,194,USA Jet Airlines Inc.,640
102600,221,0,59,Cape Air,416
102755,306,1267,1557,United Air Lines Inc.,623
102946,328,0,1695,Delta Air Lines Inc.,698
102946,359,0,1804,Delta Air Lines Inc.,698
102946,331,0,1804,Delta Air Lines Inc.,698
102946,321,0,1695,Delta Air Lines Inc.,698
102962,306,0,936,United Air Lines Inc.,698
103205,357,0,1804,United Air Lines Inc.,614
103338,264,0,1005,Delta Air Lines Inc.,698
103338,167,0,1436,Delta Air Lines Inc.,698
103338,290,86,1420,Delta Air Lines Inc.,698
103338,367,0,1480,Delta Air Lines Inc.,698
103338,336,0,1480,Delta Air Lines Inc.,698
103338,359,6172,1420,Delta Air Lines Inc.,698
103338,205,0,651,Delta Air Lines Inc.,698
103338,339,148,1544,Delta Air Lines Inc.,698
103338,388,0,1475,Delta Air Lines Inc.,698
103338,336,0,1544,Delta Air Lines Inc.,698
103338,244,0,651,Delta Air Lines Inc.,698
103338,372,7585,1475,Delta Air Lines Inc.,698
103338,325,402,1148,Delta Air Lines Inc.,698
103338,283,14,2012,Delta Air Lines Inc.,698
103338,358,0,1148,Delta Air Lines Inc.,698
103338,71,0,1669,Delta Air Lines Inc.,698
103338,310,0,1669,Delta Air Lines Inc.,698
103338,347,0,2012,Delta Air Lines Inc.,698
515484,1027,0,692,Republic Airlines,677
103400,207,0,971,American Airlines Inc.,699
103400,374,0,1030,American Airlines Inc.,699
103400,370,0,1760,American Airlines Inc.,699
103400,261,0,971,American Airlines Inc.,699
103400,297,0,1918,American Airlines Inc.,699
103400,0,0,1995,American Airlines Inc.,699
103400,175,0,1030,American Airlines Inc.,699
103400,169,0,1523,American Airlines Inc.,699
103400,256,0,971,American Airlines Inc.,699
103400,81,0,731,American Airlines Inc.,699
103400,374,0,731,American Airlines Inc.,699
103400,363,0,1523,American Airlines Inc.,699
103400,289,0,971,American Airlines Inc.,699
103420,350,1351,1330,Delta Air Lines Inc.,622
103420,339,5739,1330,Delta Air Lines Inc.,622
103546,0,32656,1090,Federal Express Corporation,691
103546,0,13326,987,Federal Express Corporation,691
103620,323,529,2319,Delta Air Lines Inc.,622
103622,0,72858,2320,Federal Express Corporation,691
103622,0,24830,1762,Federal Express Corporation,691
103627,143,154,3961,United Air Lines Inc.,627
103691,353,0,1804,United Air Lines Inc.,614
104036,362,0,1254,Sun Country Airlines d/b/a MN Airlines,612
104072,36,0,1628,Sun Country Airlines d/b/a MN Airlines,612
104072,311,0,1628,Sun Country Airlines d/b/a MN Airlines,612
104100,232,0,1711,"Swift Air, LLC",617
104100,296,0,1808,"Swift Air, LLC",617
104100,300,0,946,"Swift Air, LLC",617
104100,209,0,1808,"Swift Air, LLC",617
104100,329,0,1562,"Swift Air, LLC",617
104100,388,0,1251,"Swift Air, LLC",617
104100,270,0,1114,"Swift Air, LLC",617
104100,361,0,1188,"Swift Air, LLC",617
104100,219,0,1716,"Swift Air, LLC",617
104100,357,0,1711,"Swift Air, LLC",617
104100,241,0,228,"Swift Air, LLC",617
104100,404,0,898,"Swift Air, LLC",617
104100,75,0,1188,"Swift Air, LLC",617
104100,57,0,540,"Swift Air, LLC",617
104100,294,0,1716,"Swift Air, LLC",617
104100,47,0,1927,"Swift Air, LLC",617
104220,298,0,1199,Delta Air Lines Inc.,622
104220,269,0,1199,Delta Air Lines Inc.,622
104400,218,0,59,Cape Air,416
104500,336,0,708,SkyWest Airlines Inc.,629
104520,266,0,1436,Delta Air Lines Inc.,622
104580,291,0,1329,Alaska Airlines Inc.,612
104580,235,0,1248,Alaska Airlines Inc.,612
104580,339,101,911,Alaska Airlines Inc.,612
104580,362,0,2078,Alaska Airlines Inc.,612
104580,333,74,1248,Alaska Airlines Inc.,612
104580,343,785,1081,Alaska Airlines Inc.,612
104580,278,0,1183,Alaska Airlines Inc.,612
104580,353,1,1218,Alaska Airlines Inc.,612
104580,336,0,1081,Alaska Airlines Inc.,612
104580,329,0,1329,Alaska Airlines Inc.,612
104580,319,0,2078,Alaska Airlines Inc.,612
104580,293,0,1329,Alaska Airlines Inc.,612
104580,311,0,1329,Alaska Airlines Inc.,612
104580,267,1114,1554,Alaska Airlines Inc.,612
104580,235,0,1183,Alaska Airlines Inc.,612
104600,351,0,1523,American Airlines Inc.,622
104600,273,0,1523,American Airlines Inc.,622
104600,274,0,1480,American Airlines Inc.,622
104600,228,0,1040,American Airlines Inc.,622
104600,307,0,1040,American Airlines Inc.,622
104600,276,0,1480,American Airlines Inc.,622
104762,199,30320,4901,United Air Lines Inc.,889
515484,1279,0,692,Republic Airlines,677
506350,1626,0,436,Envoy Air,675
500000,2258,0,328,ExpressJet Airlines Inc.,675
497800,1464,0,716,JetBlue Airways,678
497800,1520,0,716,JetBlue Airways,678
490000,1618,0,748,ExpressJet Airlines Inc.,675
490000,2096,0,748,ExpressJet Airlines Inc.,675
490000,1495,0,748,ExpressJet Airlines Inc.,675
104891,0,42182,1090,Federal Express Corporation,691
104891,0,14610,987,Federal Express Corporation,691
104900,150,22531,6579,American Airlines Inc.,627
104900,163,2205,4745,American Airlines Inc.,627
104900,244,38935,184,American Airlines Inc.,627
104900,237,2526,4769,American Airlines Inc.,627
104900,173,0,4336,American Airlines Inc.,627
104900,242,9361,4598,American Airlines Inc.,627
104900,206,21766,4745,American Airlines Inc.,627
104992,437,0,1609,United Air Lines Inc.,614
105000,376,0,228,Songbird Airways Inc.,617
105000,98,1230,192,Seaborne Aviation,456
105000,177,3540,192,Seaborne Aviation,456
105000,249,0,1764,XTRA Airways,617
105000,336,0,1622,XTRA Airways,617
105000,379,0,1583,XTRA Airways,617
105000,328,0,1528,XTRA Airways,617
105000,340,0,1583,XTRA Airways,617
105000,210,0,1528,XTRA Airways,617
105000,383,0,1504,Songbird Airways Inc.,617
105000,0,0,1131,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,45,0,898,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,251,0,427,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,51,0,427,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1015,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1131,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,898,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,171,0,1368,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,372,0,2166,XTRA Airways,617
105000,0,0,1159,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1017,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1103,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1061,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1251,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1159,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1131,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1159,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1207,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,235,0,235,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,0,0,1131,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105000,15,0,848,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",655
105185,343,0,692,Alaska Airlines Inc.,617
105185,366,0,692,Alaska Airlines Inc.,617
105200,172,8097,4745,American Airlines Inc.,627
105200,253,20819,4745,American Airlines Inc.,627
105200,241,17230,3819,American Airlines Inc.,627
105200,176,41609,5653,American Airlines Inc.,627
105200,169,0,4336,American Airlines Inc.,627
105200,232,31020,3201,American Airlines Inc.,627
105200,235,7342,5148,American Airlines Inc.,627
105220,339,3221,1554,Delta Air Lines Inc.,622
105545,0,89636,4239,United Parcel Service,626
105849,403,66,1385,United Air Lines Inc.,694
106100,359,0,1218,Alaska Airlines Inc.,617
106100,320,6282,1218,Alaska Airlines Inc.,617
106200,223,0,103,Cape Air,125
106309,0,104704,4239,United Parcel Service,626
106484,244,0,1562,United Air Lines Inc.,614
106560,199,10887,6274,United Air Lines Inc.,627
106584,419,0,1971,United Air Lines Inc.,694
106600,0,96010,4362,United Parcel Service,626
106668,0,6268,300,Federal Express Corporation,691
106800,237,6186,4367,American Airlines Inc.,627
106800,248,0,2032,American Airlines Inc.,698
106800,446,0,1404,Spirit Air Lines,694
106800,194,0,1101,American Airlines Inc.,698
106800,364,2148,1404,American Airlines Inc.,698
106800,411,0,1404,Spirit Air Lines,694
106800,259,0,2032,American Airlines Inc.,698
106843,0,13130,1035,Federal Express Corporation,691
106950,154,0,211,Tradewind Aviation,479
107048,0,68494,3976,United Parcel Service,626
107149,377,105,1764,United Air Lines Inc.,698
107162,73,12754,613,United Air Lines Inc.,889
107200,194,15012,5788,American Airlines Inc.,627
107200,224,12960,6613,American Airlines Inc.,627
107271,0,18365,1090,Federal Express Corporation,691
107324,184,0,1254,Sun Country Airlines d/b/a MN Airlines,612
107410,0,9103,666,Federal Express Corporation,691
107428,426,0,1534,United Air Lines Inc.,614
107500,0,34180,970,USA Jet Airlines Inc.,635
107506,0,35471,866,United Parcel Service,626
107510,256,0,440,Endeavor Air Inc.,638
107510,350,0,1086,Endeavor Air Inc.,638
107510,372,0,950,Endeavor Air Inc.,638
107510,268,0,1311,United Air Lines Inc.,698
107510,259,0,440,Endeavor Air Inc.,638
107600,0,17859,1640,United Parcel Service,691
107640,256,0,1311,SkyWest Airlines Inc.,631
107640,366,0,899,SkyWest Airlines Inc.,631
107640,304,0,1311,SkyWest Airlines Inc.,631
107716,291,0,936,United Air Lines Inc.,698
107840,0,54158,1288,Federal Express Corporation,691
107904,416,0,1006,United Air Lines Inc.,614
107929,336,0,1860,United Air Lines Inc.,698
107949,202,0,1254,Sun Country Airlines d/b/a MN Airlines,612
108000,359,0,785,American Airlines Inc.,698
108000,293,0,2029,American Airlines Inc.,698
108000,355,0,1298,American Airlines Inc.,698
108000,300,0,2029,American Airlines Inc.,698
108000,302,0,1298,American Airlines Inc.,698
108000,364,500,1748,American Airlines Inc.,698
108000,306,0,1612,American Airlines Inc.,698
108000,349,0,1480,American Airlines Inc.,698
108000,349,0,785,American Airlines Inc.,698
108000,55,0,1480,American Airlines Inc.,698
108000,364,0,1322,Frontier Airlines Inc.,694
108000,511,0,1322,Frontier Airlines Inc.,694
108000,0,28765,1519,United Parcel Service,691
108000,337,0,1298,American Airlines Inc.,698
108000,287,0,1298,American Airlines Inc.,698
108000,267,0,1934,American Airlines Inc.,698
108000,273,0,1464,American Airlines Inc.,698
108000,285,0,1464,American Airlines Inc.,698
108000,333,353,2130,American Airlines Inc.,698
108000,368,0,1612,American Airlines Inc.,698
108000,247,0,1934,American Airlines Inc.,698
108000,369,0,1612,American Airlines Inc.,698
108000,0,43524,280,USA Jet Airlines Inc.,655
108000,276,4,2029,American Airlines Inc.,698
108198,422,0,2390,United Air Lines Inc.,614
108350,273,0,1315,United Air Lines Inc.,698
108400,250,0,1133,American Airlines Inc.,698
108437,291,0,1311,United Air Lines Inc.,698
108443,0,3590,3976,United Parcel Service,626
108487,357,0,936,United Air Lines Inc.,694
108500,291,0,611,American Airlines Inc.,698
108500,234,0,611,American Airlines Inc.,698
108607,257,11283,531,United Air Lines Inc.,614
108831,300,263,1553,United Air Lines Inc.,698
108852,341,220,1764,United Air Lines Inc.,694
108923,427,0,1189,United Air Lines Inc.,694
109015,251,0,1162,Republic Airlines,673
109015,269,0,692,Republic Airlines,673
109015,162,0,1376,Republic Airlines,673
109015,274,0,692,Republic Airlines,673
109015,231,0,952,Republic Airlines,673
109015,175,0,1376,Republic Airlines,673
109015,343,0,952,Republic Airlines,673
109107,334,0,1446,United Air Lines Inc.,698
109133,400,0,1189,United Air Lines Inc.,694
109142,466,0,2407,United Air Lines Inc.,614
109396,0,0,5504,United Air Lines Inc.,889
109627,247,16128,6927,United Air Lines Inc.,627
109638,0,16052,866,United Parcel Service,626
109716,238,22808,5451,United Air Lines Inc.,627
109810,142,5032,6871,United Air Lines Inc.,889
109940,490,0,800,SkyWest Airlines Inc.,631
109940,490,0,800,SkyWest Airlines Inc.,631
109973,437,0,1095,United Air Lines Inc.,694
110000,203,0,1272,American Airlines Inc.,698
110000,0,103319,1702,National Air Cargo Group Inc d/ba National Airlines,819
110000,0,103119,3664,National Air Cargo Group Inc d/ba National Airlines,819
110000,277,0,1272,American Airlines Inc.,698
110000,0,8022,440,Gulf And Caribbean Cargo,715
110107,240,25305,5124,United Air Lines Inc.,627
110123,192,0,820,United Air Lines Inc.,694
110162,0,44738,866,United Parcel Service,626
110321,214,15799,3480,United Air Lines Inc.,627
110400,101,0,194,Tradewind Aviation,479
110678,417,0,1999,United Air Lines Inc.,614
110716,430,211,1748,United Air Lines Inc.,694
110897,305,3003,531,United Air Lines Inc.,614
111000,331,0,449,Mesa Airlines Inc.,631
111000,380,0,449,Mesa Airlines Inc.,631
111000,323,0,395,SkyWest Airlines Inc.,629
481650,1448,375,436,Envoy Air,675
471600,1486,0,762,JetBlue Airways,678
471600,1413,0,762,JetBlue Airways,678
460000,2024,0,328,ExpressJet Airlines Inc.,675
459000,915,0,1259,American Airlines Inc.,678
111224,407,143,1804,United Air Lines Inc.,614
111489,258,5964,2601,United Air Lines Inc.,627
111689,0,22147,866,United Parcel Service,626
111700,232,16972,5742,United Air Lines Inc.,889
112000,346,0,2539,"Dynamic Airways, LLC",626
112104,435,0,1145,United Air Lines Inc.,614
112200,301,0,1613,JetBlue Airways,694
112200,261,0,1009,JetBlue Airways,694
112200,431,0,2132,JetBlue Airways,694
112200,251,0,600,JetBlue Airways,694
112200,282,0,1009,JetBlue Airways,694
112200,401,0,2132,JetBlue Airways,694
112200,372,0,1613,JetBlue Airways,694
112200,244,0,333,JetBlue Airways,694
112200,261,0,600,JetBlue Airways,694
112200,126,0,182,JetBlue Airways,694
112200,286,0,333,JetBlue Airways,694
112200,355,0,600,JetBlue Airways,694
112269,159,12401,3670,United Air Lines Inc.,627
459000,1207,0,1259,American Airlines Inc.,678
459000,943,9,1259,American Airlines Inc.,678
459000,1150,0,1259,American Airlines Inc.,678
458208,910,0,692,Republic Airlines,677
458208,1291,0,899,Shuttle America Corp.,677
458208,1179,0,692,Republic Airlines,677
112440,403,0,1081,SkyWest Airlines Inc.,631
112440,384,0,1081,SkyWest Airlines Inc.,631
112994,341,0,2411,United Air Lines Inc.,612
113062,407,0,1506,United Air Lines Inc.,614
113157,413,453,837,United Air Lines Inc.,614
113566,348,10200,1311,United Air Lines Inc.,819
113690,344,2730,1148,United Air Lines Inc.,819
113723,369,2826,779,United Air Lines Inc.,612
113750,220,0,530,GoJet Airlines LLC d/b/a United Express,638
113750,217,0,530,GoJet Airlines LLC d/b/a United Express,638
113750,260,0,530,GoJet Airlines LLC d/b/a United Express,638
114000,0,0,180,Gulf And Caribbean Cargo,715
114000,0,14410,1475,Gulf And Caribbean Cargo,715
114159,326,42,73,Kenmore Air Harbor,42
114159,298,0,73,Kenmore Air Harbor,42
114510,425,0,739,Delta Air Lines Inc.,656
114510,441,0,739,Delta Air Lines Inc.,656
114535,320,9420,2525,United Air Lines Inc.,819
445400,1117,0,762,JetBlue Airways,678
445400,1128,0,762,JetBlue Airways,678
440000,1821,0,331,ExpressJet Airlines Inc.,675
114555,408,5807,1557,United Air Lines Inc.,623
439116,1467,0,899,Shuttle America Corp.,677
439116,966,0,347,Republic Airlines,677
420024,767,0,347,Republic Airlines,677
420000,1939,0,436,ExpressJet Airlines Inc.,675
114894,420,0,2411,United Air Lines Inc.,612
115926,0,103501,4362,United Parcel Service,626
115949,201,16906,5788,United Air Lines Inc.,889
116000,556,0,2626,Spirit Air Lines,698
116000,450,0,2626,Spirit Air Lines,698
116000,494,0,852,Spirit Air Lines,698
116000,565,0,1117,Spirit Air Lines,698
116000,512,0,1117,Spirit Air Lines,698
116000,521,0,852,Spirit Air Lines,698
116415,185,22764,6871,United Air Lines Inc.,889
116563,74,7607,3465,United Air Lines Inc.,889
116637,428,0,1807,Delta Air Lines Inc.,694
116637,427,0,1807,Delta Air Lines Inc.,694
116637,373,0,1664,Delta Air Lines Inc.,694
116637,409,0,1852,Delta Air Lines Inc.,694
116637,444,0,1664,Delta Air Lines Inc.,694
116637,444,0,1852,Delta Air Lines Inc.,694
116637,395,0,1557,Delta Air Lines Inc.,694
116637,348,0,1509,Delta Air Lines Inc.,694
116637,372,0,1509,Delta Air Lines Inc.,694
116637,394,0,1891,Delta Air Lines Inc.,694
116637,375,0,1554,Delta Air Lines Inc.,694
116637,379,729,1549,Delta Air Lines Inc.,694
116637,389,0,1891,Delta Air Lines Inc.,694
116637,393,0,1554,Delta Air Lines Inc.,694
116637,372,0,1557,Delta Air Lines Inc.,694
116637,402,0,1441,Delta Air Lines Inc.,694
116637,384,11045,1549,Delta Air Lines Inc.,694
116637,410,0,1441,Delta Air Lines Inc.,694
116637,443,0,1005,Delta Air Lines Inc.,694
116637,381,0,1005,Delta Air Lines Inc.,694
116900,187,26391,4901,United Air Lines Inc.,889
116990,442,12,1552,United Air Lines Inc.,612
